customer_zip_code_prefix;customer_city;customer_state
65590;barreirinhas; Maranhao
18830;tejupa; Sao Paulo
58430;campina grande; Paraiba
5656;sao paulo; Sao Paulo
3971;sao paulo; Sao Paulo
78820;jaciara; Mato Grosso
40252;salvador; Bahia
4145;sao paulo; Sao Paulo
64500;oeiras; Piaui
26445;japeri;Rio de Janeiro
28810;boa esperanca;Rio de Janeiro
77995;buriti do tocantins; Tocantins
5613;sao paulo; Sao Paulo
15367;bandeirantes d'oeste; Sao Paulo
23911;angra dos reis;Rio de Janeiro
44960;ibitita; Bahia
5522;sao paulo; Sao Paulo
4795;sao paulo; Sao Paulo
56780;tabira; Pernambuco
79330;corumba; Mato Grosso do Sul
9641;sao bernardo do campo; Sao Paulo
2945;sao paulo; Sao Paulo
95835;mato leitao;Rio Grande do Sul
41245;salvador; Bahia
1417;sao paulo; Sao Paulo
84285;figueira;Parana
76220;fazenda nova; Goias
70257;brasilia; Distrito Federal
73088;brasilia; Distrito Federal
3294;sao paulo; Sao Paulo
25961;teresopolis;Rio de Janeiro
59073;natal;Rio Grande do Norte
74480;goiania; Goias
15830;pindorama; Sao Paulo
25812;tres rios;Rio de Janeiro
97509;uruguaiana;Rio Grande do Sul
84035;ponta grossa;Parana
45985;teixeira de freitas; Bahia
48040;alagoinhas; Bahia
37022;varginha; Minas Gerais
49008;aracaju; Sergipe
55320;lagoa do ouro; Pernambuco
27240;volta redonda;Rio de Janeiro
99770;aratiba;Rio Grande do Sul
4384;sao paulo; Sao Paulo
65033;sao luis; Maranhao
7860;franco da rocha; Sao Paulo
8022;sao paulo; Sao Paulo
37855;sao pedro da uniao; Minas Gerais
2938;sao paulo; Sao Paulo
65636;timon; Maranhao
56313;petrolina; Pernambuco
2479;sao paulo; Sao Paulo
74063;goiania; Goias
2219;sao paulo; Sao Paulo
75807;jatai; Goias
2879;sao paulo; Sao Paulo
74611;goiania; Goias
4232;sao paulo; Sao Paulo
99970;ciriaco;Rio Grande do Sul
69044;manaus; Amazonas
15755;turmalina; Sao Paulo
83330;pinhais;Parana
11531;cubatao; Sao Paulo
2336;sao paulo; Sao Paulo
27515;resende;Rio de Janeiro
38302;ituiutaba; Minas Gerais
12924;braganca paulista; Sao Paulo
59324;jardim de piranhas;Rio Grande do Norte
39780;santa maria do suacui; Minas Gerais
40365;salvador; Bahia
87706;paranavai;Parana
64625;sao jose do piaui; Piaui
55485;santo antonio das queimadas; Pernambuco
2811;sao paulo; Sao Paulo
41220;salvador; Bahia
89818;nova itaberaba; Santa Catarina
3576;sao paulo; Sao Paulo
29173;serra; Espirito Santo
87208;cianorte;Parana
65041;sao luis; Maranhao
38510;irai de minas; Minas Gerais
5347;sao paulo; Sao Paulo
93052;sao leopoldo;Rio Grande do Sul
5448;sao paulo; Sao Paulo
3659;sao paulo; Sao Paulo
27965;macae;Rio de Janeiro
86845;grandes rios;Parana
5397;sao paulo; Sao Paulo
3050;sao paulo; Sao Paulo
88395;sao joao do itaperiu; Santa Catarina
55620;gloria do goita; Pernambuco
6445;barueri; Sao Paulo
37136;alfenas; Minas Gerais
61902;maracanau; Ceara
77413;gurupi; Tocantins
8568;poa; Sao Paulo
55835;cha de alegria; Pernambuco
15720;palmeira d oeste; Sao Paulo
6813;embu; Sao Paulo
17420;lupercio; Sao Paulo
74450;goiania; Goias
56140;serrita; Pernambuco
20972;rio de janeiro;Rio de Janeiro
29620;itarana; Espirito Santo
4221;sao paulo; Sao Paulo
5880;sao paulo; Sao Paulo
3557;sao paulo; Sao Paulo
5269;sao paulo; Sao Paulo
74390;goiania; Goias
62230;ipueiras; Ceara
50630;recife; Pernambuco
19060;presidente prudente; Sao Paulo
18205;itapetininga; Sao Paulo
29025;vitoria; Espirito Santo
6721;cotia; Sao Paulo
35196;perpetuo socorro; Minas Gerais
37557;pouso alegre; Minas Gerais
3553;sao paulo; Sao Paulo
29196;aracruz; Espirito Santo
75620;pontalina; Goias
85866;foz do iguacu;Parana
81240;curitiba;Parana
89051;blumenau; Santa Catarina
78077;cuiaba; Mato Grosso
3533;sao paulo; Sao Paulo
79008;campo grande; Mato Grosso do Sul
6857;itapecerica da serra; Sao Paulo
36426;cristiano otoni; Minas Gerais
12421;pindamonhangaba; Sao Paulo
85904;toledo;Parana
35042;governador valadares; Minas Gerais
11790;pedro de toledo; Sao Paulo
95390;pinhal da serra;Rio Grande do Sul
20750;rio de janeiro;Rio de Janeiro
3175;sao paulo; Sao Paulo
35012;governador valadares; Minas Gerais
4166;sao paulo; Sao Paulo
69041;manaus; Amazonas
49060;aracaju; Sergipe
59184;vera cruz;Rio Grande do Norte
75665;agua limpa; Goias
3129;sao paulo; Sao Paulo
84460;ivai;Parana
13737;mococa; Sao Paulo
15520;valentim gentil; Sao Paulo
2917;sao paulo; Sao Paulo
23933;angra dos reis;Rio de Janeiro
72140;brasilia; Distrito Federal
24716;sao goncalo;Rio de Janeiro
45012;vitoria da conquista; Bahia
36596;estevao de araujo; Minas Gerais
36092;juiz de fora; Minas Gerais
3179;sao paulo; Sao Paulo
44031;feira de santana; Bahia
5658;sao paulo; Sao Paulo
65260;cedral; Maranhao
47950;cristopolis; Bahia
58090;joao pessoa; Paraiba
87185;florai;Parana
37993;capetinga; Minas Gerais
2181;sao paulo; Sao Paulo
23831;itaguai;Rio de Janeiro
57602;palmeira dos indios; Alagoas
95310;andre da rocha;Rio Grande do Sul
8565;poa; Sao Paulo
5464;sao paulo; Sao Paulo
60864;fortaleza; Ceara
6501;santana de parnaiba; Sao Paulo
74685;goiania; Goias
46960;lencois; Bahia
11543;cubatao; Sao Paulo
93806;sapiranga;Rio Grande do Sul
75910;rio verde; Goias
93210;sapucaia do sul;Rio Grande do Sul
4803;sao paulo; Sao Paulo
7110;guarulhos; Sao Paulo
26320;queimados;Rio de Janeiro
26062;nova iguacu;Rio de Janeiro
88371;navegantes; Santa Catarina
13636;pirassununga; Sao Paulo
4212;sao paulo; Sao Paulo
42806;camacari; Bahia
53330;olinda; Pernambuco
7717;caieiras; Sao Paulo
14179;sertaozinho; Sao Paulo
74510;goiania; Goias
74351;goiania; Goias
60540;fortaleza; Ceara
73752;planaltina; Goias
86720;sabaudia;Parana
11624;sao sebastiao; Sao Paulo
77817;araguaina; Tocantins
77423;gurupi; Tocantins
29918;linhares; Espirito Santo
72940;abadiania; Goias
26256;nova iguacu;Rio de Janeiro
8534;ferraz de vasconcelos; Sao Paulo
92314;canoas;Rio Grande do Sul
68906;macapa;Sin Dato
98970;candido godoi;Rio Grande do Sul
58396;arara; Paraiba
74853;goiania; Goias
69058;manaus; Amazonas
3216;sao paulo; Sao Paulo
5273;sao paulo; Sao Paulo
4356;sao paulo; Sao Paulo
5802;sao paulo; Sao Paulo
39770;coluna; Minas Gerais
23907;angra dos reis;Rio de Janeiro
18225;sarapui; Sao Paulo
44091;feira de santana; Bahia
3958;sao paulo; Sao Paulo
79023;campo grande; Mato Grosso do Sul
95755;sao jose do hortencio;Rio Grande do Sul
57254;luziapolis; Alagoas
26262;nova iguacu;Rio de Janeiro
2612;sao paulo; Sao Paulo
45470;jiquirica; Bahia
71995;brasilia; Distrito Federal
35147;acucena; Minas Gerais
2837;sao paulo; Sao Paulo
56828;quixada; Pernambuco
15820;pirangi; Sao Paulo
12607;lorena; Sao Paulo
3894;sao paulo; Sao Paulo
38064;uberaba; Minas Gerais
4053;sao paulo; Sao Paulo
5632;sao paulo; Sao Paulo
58830;jerico; Paraiba
74290;goiania; Goias
5759;sao paulo; Sao Paulo
29934;sao mateus; Espirito Santo
85557;coronel domingos soares;Parana
83314;piraquara;Parana
14711;bebedouro; Sao Paulo
39818;padre paraiso; Minas Gerais
4733;sao paulo; Sao Paulo
47806;barreiras; Bahia
51275;recife; Pernambuco
2289;sao paulo; Sao Paulo
86191;cambe;Parana
99610;rio dos indios;Rio Grande do Sul
89170;laurentino; Santa Catarina
29018;vitoria; Espirito Santo
63670;arneiroz; Ceara
1132;sao paulo; Sao Paulo
5413;sao paulo; Sao Paulo
47801;barreiras; Bahia
44500;castro alves; Bahia
37006;varginha; Minas Gerais
55490;altinho; Pernambuco
44680;ipecaeta; Bahia
4755;sao paulo; Sao Paulo
96490;piratini;Rio Grande do Sul
68702;capanema; Para
6506;santana de parnaiba; Sao Paulo
27532;resende;Rio de Janeiro
4217;sao paulo; Sao Paulo
60331;fortaleza; Ceara
12095;taubate; Sao Paulo
37472;carmo de minas; Minas Gerais
4176;sao paulo; Sao Paulo
77970;praia norte; Tocantins
78270;salto do ceu; Mato Grosso
75708;catalao; Goias
89837;coronel martins; Santa Catarina
35280;itabirinha; Minas Gerais
9844;sao bernardo do campo; Sao Paulo
97545;alegrete;Rio Grande do Sul
74543;goiania; Goias
95875;fazenda vilanova;Rio Grande do Sul
3334;sao paulo; Sao Paulo
70258;brasilia; Distrito Federal
84072;ponta grossa;Parana
93216;sapucaia do sul;Rio Grande do Sul
58187;picui; Paraiba
56470;jatoba; Pernambuco
6675;itapevi; Sao Paulo
78275;rio branco; Mato Grosso
26297;nova iguacu;Rio de Janeiro
49740;carmopolis; Sergipe
59074;natal;Rio Grande do Norte
95925;progresso;Rio Grande do Sul
79012;campo grande; Mato Grosso do Sul
45460;wenceslau guimaraes; Bahia
93145;sao leopoldo;Rio Grande do Sul
81310;curitiba;Parana
87112;sarandi;Parana
87538;perobal;Parana
3027;sao paulo; Sao Paulo
2910;sao paulo; Sao Paulo
76387;goianesia; Goias
70648;brasilia; Distrito Federal
8635;suzano; Sao Paulo
95902;lajeado;Rio Grande do Sul
55270;venturosa; Pernambuco
9857;sao bernardo do campo; Sao Paulo
73093;brasilia; Distrito Federal
88067;florianopolis; Santa Catarina
4335;sao paulo; Sao Paulo
44400;nazare; Bahia
2258;sao paulo; Sao Paulo
35580;japaraiba; Minas Gerais
86818;pirapo;Parana
84261;telemaco borba;Parana
78555;sinop; Mato Grosso
1225;sao paulo; Sao Paulo
68750;curuca; Para
70754;brasilia; Distrito Federal
92032;canoas;Rio Grande do Sul
59124;natal;Rio Grande do Norte
68924;vitoria do jari;Sin Dato
3554;sao paulo; Sao Paulo
53040;olinda; Pernambuco
63046;juazeiro do norte; Ceara
93615;estancia velha;Rio Grande do Sul
64290;altos; Piaui
29178;serra; Espirito Santo
87950;porto rico;Parana
75257;senador canedo; Goias
6147;osasco; Sao Paulo
95275;nova padua;Rio Grande do Sul
5270;sao paulo; Sao Paulo
74343;goiania; Goias
95057;caxias do sul;Rio Grande do Sul
76385;goianesia; Goias
58077;joao pessoa; Paraiba
2862;sao paulo; Sao Paulo
3042;sao paulo; Sao Paulo
30775;belo horizonte; Minas Gerais
76490;mara rosa; Goias
69308;boa vista; Roraima
21043;rio de janeiro;Rio de Janeiro
74655;goiania; Goias
48504;aribice; Bahia
4075;sao paulo; Sao Paulo
59855;itau;Rio Grande do Norte
83843;doce grande;Parana
78573;tapurah; Mato Grosso
48140;pedrao; Bahia
16078;aracatuba; Sao Paulo
1402;sao paulo; Sao Paulo
34525;sabara; Minas Gerais
74373;goiania; Goias
23822;itaguai;Rio de Janeiro
71200;brasilia; Distrito Federal
72003;brasilia; Distrito Federal
85868;foz do iguacu;Parana
27536;resende;Rio de Janeiro
3409;sao paulo; Sao Paulo
4153;sao paulo; Sao Paulo
67035;ananindeua; Para
2206;sao paulo; Sao Paulo
72312;brasilia; Distrito Federal
64066;teresina; Piaui
2723;sao paulo; Sao Paulo
70774;brasilia; Distrito Federal
84032;ponta grossa;Parana
60833;fortaleza; Ceara
49517;pinhao; Sergipe
4247;sao paulo; Sao Paulo
9440;ribeirao pires; Sao Paulo
83870;campo do tenente;Parana
99713;erechim;Rio Grande do Sul
95702;bento goncalves;Rio Grande do Sul
2236;sao paulo; Sao Paulo
75985;sao joao da parauna; Goias
3884;sao paulo; Sao Paulo
78435;sao jose do rio claro; Mato Grosso
24471;sao goncalo;Rio de Janeiro
14825;santa lucia; Sao Paulo
68220;monte alegre; Para
25811;tres rios;Rio de Janeiro
4210;sao paulo; Sao Paulo
85023;guarapuava;Parana
1125;sao paulo; Sao Paulo
79200;aquidauana; Mato Grosso do Sul
70295;brasilia; Distrito Federal
65095;sao luis; Maranhao
36088;juiz de fora; Minas Gerais
61624;caucaia; Ceara
93611;estancia velha;Rio Grande do Sul
37615;senador amaral; Minas Gerais
29386;piacu; Espirito Santo
30624;belo horizonte; Minas Gerais
38350;ipiacu; Minas Gerais
31610;belo horizonte; Minas Gerais
24417;sao goncalo;Rio de Janeiro
5510;sao paulo; Sao Paulo
5514;sao paulo; Sao Paulo
18510;maristela; Sao Paulo
32431;ibirite; Minas Gerais
33900;ribeirao das neves; Minas Gerais
58807;sousa; Paraiba
2551;sao paulo; Sao Paulo
70210;brasilia; Distrito Federal
39465;miravania; Minas Gerais
86805;apucarana;Parana
79036;campo grande; Mato Grosso do Sul
24805;itaborai;Rio de Janeiro
55360;caetes; Pernambuco
46180;erico cardoso; Bahia
57072;maceio; Alagoas
89806;chapeco; Santa Catarina
3907;sao paulo; Sao Paulo
62380;guaraciaba do norte; Ceara
85063;guarapuava;Parana
9340;maua; Sao Paulo
5662;sao paulo; Sao Paulo
15270;macaubal; Sao Paulo
2281;sao paulo; Sao Paulo
91778;porto alegre;Rio Grande do Sul
4406;sao paulo; Sao Paulo
4501;sao paulo; Sao Paulo
59146;parnamirim;Rio Grande do Norte
38441;araguari; Minas Gerais
23565;rio de janeiro;Rio de Janeiro
91225;porto alegre;Rio Grande do Sul
29312;cachoeiro de itapemirim; Espirito Santo
4770;sao paulo; Sao Paulo
35585;pimenta; Minas Gerais
13459;santa barbara d'oeste; Sao Paulo
73813;formosa; Goias
15080;sao jose do rio preto; Sao Paulo
97560;quarai;Rio Grande do Sul
96530;paraiso do sul;Rio Grande do Sul
8593;itaquaquecetuba; Sao Paulo
48601;paulo afonso; Bahia
12315;jacarei; Sao Paulo
86807;apucarana;Parana
47560;brotas de macaubas; Bahia
86828;maua da serra;Parana
49565;macambira; Sergipe
7747;caieiras; Sao Paulo
56170;oroco; Pernambuco
38150;verissimo; Minas Gerais
5134;sao paulo; Sao Paulo
87860;planaltina do parana;Parana
60348;fortaleza; Ceara
3023;sao paulo; Sao Paulo
4787;sao paulo; Sao Paulo
83325;pinhais;Parana
83730;contenda;Parana
78345;castanheira; Mato Grosso
8504;ferraz de vasconcelos; Sao Paulo
88051;florianopolis; Santa Catarina
86082;londrina;Parana
7261;guarulhos; Sao Paulo
72001;brasilia; Distrito Federal
11718;praia grande; Sao Paulo
2807;sao paulo; Sao Paulo
1507;sao paulo; Sao Paulo
36594;araponga; Minas Gerais
91712;porto alegre;Rio Grande do Sul
76961;cacoal; Rondonia
86695;alto alegre;Parana
76907;ji-parana; Rondonia
4722;sao paulo; Sao Paulo
58081;joao pessoa; Paraiba
89709;concordia; Santa Catarina
1215;sao paulo; Sao Paulo
98850;vitoria das missoes;Rio Grande do Sul
70200;brasilia; Distrito Federal
65975;estreito; Maranhao
38790;sao goncalo do abaete; Minas Gerais
79085;campo grande; Mato Grosso do Sul
89212;joinville; Santa Catarina
8591;itaquaquecetuba; Sao Paulo
6814;embu; Sao Paulo
36072;juiz de fora; Minas Gerais
5589;sao paulo; Sao Paulo
68665;garrafao do norte; Para
51180;recife; Pernambuco
46425;lagoa real; Bahia
44059;feira de santana; Bahia
55019;caruaru; Pernambuco
12513;guaratingueta; Sao Paulo
1032;sao paulo; Sao Paulo
13643;pirassununga; Sao Paulo
3366;sao paulo; Sao Paulo
32423;ibirite; Minas Gerais
26085;nova iguacu;Rio de Janeiro
13617;leme; Sao Paulo
89504;cacador; Santa Catarina
64090;teresina; Piaui
78090;cuiaba; Mato Grosso
37143;serrania; Minas Gerais
74369;goiania; Goias
59076;natal;Rio Grande do Norte
86320;congonhinhas;Parana
89294;fragosos; Santa Catarina
39120;gouveia; Minas Gerais
94834;alvorada;Rio Grande do Sul
63860;madalena; Ceara
87708;paranavai;Parana
89712;concordia; Santa Catarina
55158;belo jardim; Pernambuco
58421;campina grande; Paraiba
65082;sao luis; Maranhao
4620;sao paulo; Sao Paulo
91380;porto alegre;Rio Grande do Sul
85138;colonia jordaozinho;Parana
45345;jaguaquara; Bahia
40444;salvador; Bahia
18272;tatui; Sao Paulo
97645;macambara;Rio Grande do Sul
2228;sao paulo; Sao Paulo
54786;camaragibe; Pernambuco
62625;missi; Ceara
89233;joinville; Santa Catarina
95360;parai;Rio Grande do Sul
21720;rio de janeiro;Rio de Janeiro
25010;duque de caxias;Rio de Janeiro
68448;murucupi; Para
8595;itaquaquecetuba; Sao Paulo
3581;sao paulo; Sao Paulo
66814;belem; Para
3974;sao paulo; Sao Paulo
9685;sao bernardo do campo; Sao Paulo
50030;recife; Pernambuco
4781;sao paulo; Sao Paulo
8597;itaquaquecetuba; Sao Paulo
1549;sao paulo; Sao Paulo
7714;caieiras; Sao Paulo
96095;pelotas;Rio Grande do Sul
7030;guarulhos; Sao Paulo
89908;romelandia; Santa Catarina
18430;ribeirao branco; Sao Paulo
71901;brasilia; Distrito Federal
37005;varginha; Minas Gerais
19806;assis; Sao Paulo
3663;sao paulo; Sao Paulo
9822;sao bernardo do campo; Sao Paulo
4424;sao paulo; Sao Paulo
88815;criciuma; Santa Catarina
5844;sao paulo; Sao Paulo
65210;cajari; Maranhao
78030;cuiaba; Mato Grosso
43810;candeias; Bahia
73401;brasilia; Distrito Federal
9381;maua; Sao Paulo
3372;sao paulo; Sao Paulo
2805;sao paulo; Sao Paulo
7995;francisco morato; Sao Paulo
57970;novo lino; Alagoas
86385;barra do jacare;Parana
62725;lagoa do mato; Ceara
9721;sao bernardo do campo; Sao Paulo
76580;novo planalto; Goias
3505;sao paulo; Sao Paulo
52130;recife; Pernambuco
37714;pocos de caldas; Minas Gerais
79075;campo grande; Mato Grosso do Sul
27535;resende;Rio de Janeiro
29110;vila velha; Espirito Santo
39580;francisco sa; Minas Gerais
79230;guia lopes da laguna; Mato Grosso do Sul
3645;sao paulo; Sao Paulo
24730;sao goncalo;Rio de Janeiro
74055;goiania; Goias
35622;paineiras; Minas Gerais
13302;itu; Sao Paulo
55819;carpina; Pernambuco
64082;teresina; Piaui
64900;bom jesus; Piaui
21721;rio de janeiro;Rio de Janeiro
59310;sao joao do sabugi;Rio Grande do Norte
75524;itumbiara; Goias
35222;quatituba; Minas Gerais
17034;bauru; Sao Paulo
48800;monte santo; Bahia
71610;brasilia; Distrito Federal
93125;sao leopoldo;Rio Grande do Sul
29177;serra; Espirito Santo
40243;salvador; Bahia
29941;sao mateus; Espirito Santo
69934;epitaciolandia;Acre
26311;queimados;Rio de Janeiro
5567;sao paulo; Sao Paulo
33858;ribeirao das neves; Minas Gerais
9952;diadema; Sao Paulo
35330;inhapim; Minas Gerais
15630;pedranopolis; Sao Paulo
3240;sao paulo; Sao Paulo
28923;cabo frio;Rio de Janeiro
3963;sao paulo; Sao Paulo
3921;sao paulo; Sao Paulo
35238;campo alegre de minas; Minas Gerais
24737;sao goncalo;Rio de Janeiro
5606;sao paulo; Sao Paulo
5463;sao paulo; Sao Paulo
49870;itabi; Sergipe
48630;rodelas; Bahia
15580;mira estrela; Sao Paulo
36675;sao domingos; Minas Gerais
54352;jaboatao dos guararapes; Pernambuco
29109;vila velha; Espirito Santo
58600;santa luzia; Paraiba
86042;londrina;Parana
63170;araripe; Ceara
97040;santa maria;Rio Grande do Sul
91420;porto alegre;Rio Grande do Sul
38880;tiros; Minas Gerais
34720;sabara; Minas Gerais
27340;barra mansa;Rio de Janeiro
19904;ourinhos; Sao Paulo
78380;denise; Mato Grosso
74465;goiania; Goias
1025;sao paulo; Sao Paulo
44009;feira de santana; Bahia
8383;sao paulo; Sao Paulo
77825;araguaina; Tocantins
2915;sao paulo; Sao Paulo
58069;joao pessoa; Paraiba
39635;coronel murta; Minas Gerais
38520;romaria; Minas Gerais
8537;ferraz de vasconcelos; Sao Paulo
89906;paraiso; Santa Catarina
74375;goiania; Goias
2110;sao paulo; Sao Paulo
35116;mesquita; Minas Gerais
15154;engenheiro balduino; Sao Paulo
96081;pelotas;Rio Grande do Sul
45661;ilheus; Bahia
6406;barueri; Sao Paulo
11540;cubatao; Sao Paulo
35436;guaraciaba; Minas Gerais
6278;osasco; Sao Paulo
65693;jatoba; Maranhao
15420;guaraci; Sao Paulo
74680;goiania; Goias
55294;garanhuns; Pernambuco
15560;pontes gestal; Sao Paulo
1438;sao paulo; Sao Paulo
3477;sao paulo; Sao Paulo
46580;tanque novo; Bahia
39565;rubelita; Minas Gerais
13307;itu; Sao Paulo
86073;londrina;Parana
45606;itabuna; Bahia
34590;sabara; Minas Gerais
73083;brasilia; Distrito Federal
3943;sao paulo; Sao Paulo
4916;sao paulo; Sao Paulo
5356;sao paulo; Sao Paulo
79831;dourados; Mato Grosso do Sul
3518;sao paulo; Sao Paulo
2362;sao paulo; Sao Paulo
75134;anapolis; Goias
65916;imperatriz; Maranhao
65360;moncao; Maranhao
7076;guarulhos; Sao Paulo
5144;sao paulo; Sao Paulo
28180;cardoso moreira;Rio de Janeiro
3284;sao paulo; Sao Paulo
19610;agisse; Sao Paulo
59144;parnamirim;Rio Grande do Norte
44051;feira de santana; Bahia
3215;sao paulo; Sao Paulo
7050;guarulhos; Sao Paulo
87800;rondon;Parana
47680;cocos; Bahia
58057;joao pessoa; Paraiba
5836;sao paulo; Sao Paulo
86825;marilandia do sul;Parana
75170;goianapolis; Goias
89108;massaranduba; Santa Catarina
3672;sao paulo; Sao Paulo
54510;cabo de santo agostinho; Pernambuco
72803;luziania; Goias
2539;sao paulo; Sao Paulo
2759;sao paulo; Sao Paulo
15710;sao francisco; Sao Paulo
2268;sao paulo; Sao Paulo
44065;feira de santana; Bahia
68554;redencao; Para
6384;carapicuiba; Sao Paulo
4431;sao paulo; Sao Paulo
76386;goianesia; Goias
79380;miranda; Mato Grosso do Sul
28617;nova friburgo;Rio de Janeiro
64016;teresina; Piaui
37559;pouso alegre; Minas Gerais
4673;sao paulo; Sao Paulo
11611;sao sebastiao; Sao Paulo
89026;blumenau; Santa Catarina
1324;sao paulo; Sao Paulo
70254;brasilia; Distrito Federal
73402;brasilia; Distrito Federal
48850;itiuba; Bahia
97850;bossoroca;Rio Grande do Sul
85620;salgado filho;Parana
4859;sao paulo; Sao Paulo
64004;teresina; Piaui
4264;sao paulo; Sao Paulo
84168;castro;Parana
38282;alexandrita; Minas Gerais
48400;ribeira do pombal; Bahia
56327;petrolina; Pernambuco
3564;sao paulo; Sao Paulo
99712;erechim;Rio Grande do Sul
70711;brasilia; Distrito Federal
83328;pinhais;Parana
48445;heliopolis; Bahia
33113;santa luzia; Minas Gerais
3606;sao paulo; Sao Paulo
48913;juazeiro; Bahia
88475;anitapolis; Santa Catarina
14803;araraquara; Sao Paulo
45260;pocoes; Bahia
64091;teresina; Piaui
55152;belo jardim; Pernambuco
72600;brasilia; Distrito Federal
82210;curitiba;Parana
35534;carmopolis de minas; Minas Gerais
4650;sao paulo; Sao Paulo
5105;sao paulo; Sao Paulo
37568;sao joao da mata; Minas Gerais
59178;tibau do sul;Rio Grande do Norte
5523;sao paulo; Sao Paulo
78076;cuiaba; Mato Grosso
93050;sao leopoldo;Rio Grande do Sul
95030;caxias do sul;Rio Grande do Sul
12210;sao jose dos campos; Sao Paulo
17212;jau; Sao Paulo
79600;tres lagoas; Mato Grosso do Sul
8132;sao paulo; Sao Paulo
4222;sao paulo; Sao Paulo
6833;embu das artes; Sao Paulo
17110;bauru; Sao Paulo
12401;pindamonhangaba; Sao Paulo
75375;santo antonio de goias; Goias
71976;brasilia; Distrito Federal
3346;sao paulo; Sao Paulo
9830;sao bernardo do campo; Sao Paulo
37148;conceicao da aparecida; Minas Gerais
62823;jaguaruana; Ceara
75114;anapolis; Goias
4255;sao paulo; Sao Paulo
57057;maceio; Alagoas
83050;sao jose dos pinhais;Parana
2055;sao paulo; Sao Paulo
79670;brasilandia; Mato Grosso do Sul
26381;queimados;Rio de Janeiro
84970;santana do itarare;Parana
72587;brasilia; Distrito Federal
65632;timon; Maranhao
15075;sao jose do rio preto; Sao Paulo
6825;embu das artes; Sao Paulo
37588;ipuiuna; Minas Gerais
48080;alagoinhas; Bahia
76930;alvorada d'oeste; Rondonia
58278;jacarau; Paraiba
12523;guaratingueta; Sao Paulo
70879;brasilia; Distrito Federal
2213;sao paulo; Sao Paulo
15650;estrela d oeste; Sao Paulo
26278;nova iguacu;Rio de Janeiro
26423;japeri;Rio de Janeiro
13386;nova odessa; Sao Paulo
2340;sao paulo; Sao Paulo
5795;sao paulo; Sao Paulo
19035;presidente prudente; Sao Paulo
5814;sao paulo; Sao Paulo
53421;paulista; Pernambuco
12093;taubate; Sao Paulo
3332;sao paulo; Sao Paulo
70385;brasilia; Distrito Federal
2984;sao paulo; Sao Paulo
7803;franco da rocha; Sao Paulo
5745;sao paulo; Sao Paulo
76265;santa fe de goias; Goias
54705;sao lourenco da mata; Pernambuco
2129;sao paulo; Sao Paulo
5304;sao paulo; Sao Paulo
37030;varginha; Minas Gerais
3411;sao paulo; Sao Paulo
84570;mallet;Parana
85958;perola independente;Parana
64015;teresina; Piaui
5675;sao paulo; Sao Paulo
19505;tecainda; Sao Paulo
32425;ibirite; Minas Gerais
5121;sao paulo; Sao Paulo
14804;araraquara; Sao Paulo
9613;sao bernardo do campo; Sao Paulo
85628;manfrinopolis;Parana
32265;contagem; Minas Gerais
85933;ouro verde do oeste;Parana
64835;rio grande do piaui; Piaui
37730;campestre; Minas Gerais
79108;campo grande; Mato Grosso do Sul
84272;telemaco borba;Parana
18790;oleo; Sao Paulo
32611;betim; Minas Gerais
69029;manaus; Amazonas
60191;fortaleza; Ceara
58700;patos; Paraiba
25235;duque de caxias;Rio de Janeiro
8752;mogi das cruzes; Sao Paulo
83404;colombo;Parana
97980;sao paulo das missoes;Rio Grande do Sul
41335;salvador; Bahia
44066;feira de santana; Bahia
79820;dourados; Mato Grosso do Sul
26420;japeri;Rio de Janeiro
57945;porto de pedras; Alagoas
79270;caracol; Mato Grosso do Sul
3383;sao paulo; Sao Paulo
35267;central de santa helena; Minas Gerais
2359;sao paulo; Sao Paulo
5180;sao paulo; Sao Paulo
3551;sao paulo; Sao Paulo
18304;capao bonito; Sao Paulo
24830;itaborai;Rio de Janeiro
58411;campina grande; Paraiba
83830;fazenda rio grande;Parana
8115;sao paulo; Sao Paulo
3289;sao paulo; Sao Paulo
2717;sao paulo; Sao Paulo
2224;sao paulo; Sao Paulo
2634;sao paulo; Sao Paulo
65470;sao mateus do maranhao; Maranhao
2535;sao paulo; Sao Paulo
46165;dom basilio; Bahia
76822;porto velho; Rondonia
3683;sao paulo; Sao Paulo
2520;sao paulo; Sao Paulo
3535;sao paulo; Sao Paulo
26425;japeri;Rio de Janeiro
3891;sao paulo; Sao Paulo
2357;sao paulo; Sao Paulo
4858;sao paulo; Sao Paulo
6423;barueri; Sao Paulo
4156;sao paulo; Sao Paulo
9696;sao bernardo do campo; Sao Paulo
13911;jaguariuna; Sao Paulo
83506;almirante tamandare;Parana
32642;betim; Minas Gerais
86810;apucarana;Parana
59012;natal;Rio Grande do Norte
89558;iomere; Santa Catarina
39623;tuparece; Minas Gerais
29640;santa leopoldina; Espirito Santo
55002;caruaru; Pernambuco
45655;ilheus; Bahia
4371;sao paulo; Sao Paulo
2979;sao paulo; Sao Paulo
36405;conselheiro lafaiete; Minas Gerais
1332;sao paulo; Sao Paulo
59815;vicosa;Rio Grande do Norte
25805;tres rios;Rio de Janeiro
12904;braganca paulista; Sao Paulo
68725;igarape-acu; Para
67145;ananindeua; Para
14350;altinopolis; Sao Paulo
18057;sorocaba; Sao Paulo
2526;sao paulo; Sao Paulo
15885;novais; Sao Paulo
75833;mineiros; Goias
